NoEssai,NoBloc,NoTraitement,test_type,NtotDose,PtotDose,KtotDose,NsemisDose,NfracDose,LatDD,LonDD,Annee,DatePlantation,DOYplantation,DateRecolte,DOYrecolte,DensitePlants,Long_SC,PrecCropFiveClasses,Cultivar,Maturity5,pHactifMethode,pH1dans1,MOouCtot,MOsol,ExtractifMethode,CaSol,MgSol,Ksol,Bsol,CuSol,ZnSol,FeSol,MnSol,AlSol,AlSolTabi,Psol,Texture,ArgileMesure,SableMesure,SerieSol,SableCentroid,LimonCentroid,ArgileCentroid,m.3a,m.3b,m.3c,RendGros,RendMoy,RendPetit,RendRejet,RendVendable,PoidsSpec
1,2,3,N,100,190,270,100,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.166,MO,3.54,Mehlich 3,986.1722187,67.88183532,264.6448774,NA,1.697045883,4.619736015,179.132621,7.919547454,1840.163419,NA,15.90806474,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,24.3942,15.9249,4.5017,NA,44.8208,1.077
1,2,4,N,130,190,270,130,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.166,MO,3.54,Mehlich 3,986.1722187,67.88183532,264.6448774,NA,1.697045883,4.619736015,179.132621,7.919547454,1840.163419,NA,15.90806474,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,24.2198,14.4207,5.1557,NA,43.7962,1.083
1,2,5,N,160,190,270,160,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.166,MO,3.54,Mehlich 3,986.1722187,67.88183532,264.6448774,NA,1.697045883,4.619736015,179.132621,7.919547454,1840.163419,NA,15.90806474,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,20.5247,16.1538,6.2784,NA,42.9569,1.077
1,2,6,N,190,190,270,160,30,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.166,MO,3.54,Mehlich 3,986.1722187,67.88183532,264.6448774,NA,1.697045883,4.619736015,179.132621,7.919547454,1840.163419,NA,15.90806474,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,17.3528,24.0236,7.8698,NA,49.2462,1.067
1,2,7,N,220,190,270,160,60,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.166,MO,3.54,Mehlich 3,986.1722187,67.88183532,264.6448774,NA,1.697045883,4.619736015,179.132621,7.919547454,1840.163419,NA,15.90806474,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,20.3939,16.4263,5.0467,NA,41.8669,1.077
1,2,8,N,250,190,270,160,90,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.166,MO,3.54,Mehlich 3,986.1722187,67.88183532,264.6448774,NA,1.697045883,4.619736015,179.132621,7.919547454,1840.163419,NA,15.90806474,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,23.3696,22.127,4.0875,NA,49.5841,1.076
1,3,1,N,0,190,270,0,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.107,MO,3.54,Mehlich 3,809.8032447,57.9910252,95.37452537,NA,1.035554021,3.624439075,201.8294788,7.041767346,2061.166724,NA,18.55285847,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,5.4718,17.113,3.9676,NA,26.5524,1.07
1,3,2,N,70,190,270,70,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.107,MO,3.54,Mehlich 3,809.8032447,57.9910252,95.37452537,NA,1.035554021,3.624439075,201.8294788,7.041767346,2061.166724,NA,18.55285847,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,17.2874,14.2681,5.8206,NA,37.3761,1.077
1,3,3,N,100,190,270,100,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.107,MO,3.54,Mehlich 3,809.8032447,57.9910252,95.37452537,NA,1.035554021,3.624439075,201.8294788,7.041767346,2061.166724,NA,18.55285847,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,21.7346,16.7642,4.8287,NA,43.3275,1.069
1,3,4,N,130,190,270,130,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.107,MO,3.54,Mehlich 3,809.8032447,57.9910252,95.37452537,NA,1.035554021,3.624439075,201.8294788,7.041767346,2061.166724,NA,18.55285847,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,17.9087,16.5462,6.0386,NA,40.4935,1.067
1,3,5,N,160,190,270,160,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.107,MO,3.54,Mehlich 3,809.8032447,57.9910252,95.37452537,NA,1.035554021,3.624439075,201.8294788,7.041767346,2061.166724,NA,18.55285847,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,17.8106,19.075,6.976,NA,43.8616,1.076
1,3,6,N,190,190,270,160,30,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.107,MO,3.54,Mehlich 3,809.8032447,57.9910252,95.37452537,NA,1.035554021,3.624439075,201.8294788,7.041767346,2061.166724,NA,18.55285847,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,20.4266,19.4674,6.104,NA,45.998,1.073
1,3,7,N,220,190,270,160,60,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.107,MO,3.54,Mehlich 3,809.8032447,57.9910252,95.37452537,NA,1.035554021,3.624439075,201.8294788,7.041767346,2061.166724,NA,18.55285847,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,12.6113,22.3123,7.1504,NA,42.074,1.068
1,3,8,N,250,190,270,160,90,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Goldrush,mid-season,CaCl2,5.107,MO,3.54,Mehlich 3,809.8032447,57.9910252,95.37452537,NA,1.035554021,3.624439075,201.8294788,7.041767346,2061.166724,NA,18.55285847,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,25.0918,24.4269,4.9922,NA,54.5109,1.07
2,1,1,N,0,190,270,0,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.381,MO,3.4,Mehlich 3,1321.477428,80.02735978,181.497948,NA,1.436388509,3.488372093,186.8331053,9.233926129,1788.816689,NA,37.05485602,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,3.0847,5.1775,4.7633,NA,13.0255,NA
2,1,2,N,70,190,270,70,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.381,MO,3.4,Mehlich 3,1321.477428,80.02735978,181.497948,NA,1.436388509,3.488372093,186.8331053,9.233926129,1788.816689,NA,37.05485602,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,12.0118,10.3441,6.1258,NA,28.4817,NA
2,1,3,N,100,190,270,100,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.381,MO,3.4,Mehlich 3,1321.477428,80.02735978,181.497948,NA,1.436388509,3.488372093,186.8331053,9.233926129,1788.816689,NA,37.05485602,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,23.3696,14.8349,4.578,NA,42.7825,NA
2,1,4,N,130,190,270,130,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.381,MO,3.4,Mehlich 3,1321.477428,80.02735978,181.497948,NA,1.436388509,3.488372093,186.8331053,9.233926129,1788.816689,NA,37.05485602,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,23.9255,8.4039,4.9377,NA,37.2671,NA
2,1,5,N,160,190,270,130,30,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.381,MO,3.4,Mehlich 3,1321.477428,80.02735978,181.497948,NA,1.436388509,3.488372093,186.8331053,9.233926129,1788.816689,NA,37.05485602,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,36.2534,12.6004,2.8885,NA,51.7423,NA
2,1,6,N,190,190,270,130,60,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.381,MO,3.4,Mehlich 3,1321.477428,80.02735978,181.497948,NA,1.436388509,3.488372093,186.8331053,9.233926129,1788.816689,NA,37.05485602,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,19.8925,11.5867,3.0629,NA,34.5421,NA
2,1,7,N,220,190,270,130,90,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.381,MO,3.4,Mehlich 3,1321.477428,80.02735978,181.497948,NA,1.436388509,3.488372093,186.8331053,9.233926129,1788.816689,NA,37.05485602,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,39.1092,9.156,2.6596,NA,50.9248,NA
2,1,8,N,250,190,270,130,120,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.381,MO,3.4,Mehlich 3,1321.477428,80.02735978,181.497948,NA,1.436388509,3.488372093,186.8331053,9.233926129,1788.816689,NA,37.05485602,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,25.1245,10.2569,6.3656,NA,41.747,NA
2,2,1,N,0,190,270,0,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.144,MO,3.4,Mehlich 3,935.0781781,80.55744392,157.1380014,NA,0.815771584,3.161114888,192.5220938,7.13800136,2026.682529,NA,37.69809993,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,2.6378,4.905,4.7306,NA,12.2734,NA
2,2,2,N,70,190,270,70,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.144,MO,3.4,Mehlich 3,935.0781781,80.55744392,157.1380014,NA,0.815771584,3.161114888,192.5220938,7.13800136,2026.682529,NA,37.69809993,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,26.3562,10.4858,3.5098,NA,40.3518,NA
2,2,3,N,100,190,270,100,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.144,MO,3.4,Mehlich 3,935.0781781,80.55744392,157.1380014,NA,0.815771584,3.161114888,192.5220938,7.13800136,2026.682529,NA,37.69809993,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,26.8031,11.5322,5.2102,NA,43.5455,NA
2,2,4,N,130,190,270,130,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.144,MO,3.4,Mehlich 3,935.0781781,80.55744392,157.1380014,NA,0.815771584,3.161114888,192.5220938,7.13800136,2026.682529,NA,37.69809993,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,35.3814,13.625,4.2292,NA,53.2356,NA
2,2,5,N,160,190,270,130,30,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.144,MO,3.4,Mehlich 3,935.0781781,80.55744392,157.1380014,NA,0.815771584,3.161114888,192.5220938,7.13800136,2026.682529,NA,37.69809993,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,36.5041,7.3684,2.616,NA,46.4885,NA
2,2,6,N,190,190,270,130,60,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.144,MO,3.4,Mehlich 3,935.0781781,80.55744392,157.1380014,NA,0.815771584,3.161114888,192.5220938,7.13800136,2026.682529,NA,37.69809993,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,26.7486,11.2815,2.943,NA,40.9731,NA
2,2,7,N,220,190,270,130,90,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.144,MO,3.4,Mehlich 3,935.0781781,80.55744392,157.1380014,NA,0.815771584,3.161114888,192.5220938,7.13800136,2026.682529,NA,37.69809993,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,43.2512,17.0476,3.4444,NA,63.7432,NA
2,2,8,N,250,190,270,130,120,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,5.144,MO,3.4,Mehlich 3,935.0781781,80.55744392,157.1380014,NA,0.815771584,3.161114888,192.5220938,7.13800136,2026.682529,NA,37.69809993,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,17.6689,14.3662,5.4282,NA,37.4633,NA
2,3,1,N,0,190,270,0,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,4.954,MO,3.4,Mehlich 3,646.1988304,60.4288499,114.619883,NA,1.072124756,2.729044834,189.668616,4.873294347,1996.491228,NA,60.97795322,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,0,4.9486,4.8941,NA,9.8427,NA
2,3,2,N,70,190,270,70,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,4.954,MO,3.4,Mehlich 3,646.1988304,60.4288499,114.619883,NA,1.072124756,2.729044834,189.668616,4.873294347,1996.491228,NA,60.97795322,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,23.1189,10.7474,3.4662,NA,37.3325,NA
2,3,3,N,100,190,270,100,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,4.954,MO,3.4,Mehlich 3,646.1988304,60.4288499,114.619883,NA,1.072124756,2.729044834,189.668616,4.873294347,1996.491228,NA,60.97795322,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,14.279,8.938,5.1993,NA,28.4163,NA
2,3,4,N,130,190,270,130,0,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,4.954,MO,3.4,Mehlich 3,646.1988304,60.4288499,114.619883,NA,1.072124756,2.729044834,189.668616,4.873294347,1996.491228,NA,60.97795322,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,28.4599,10.6602,5.7116,NA,44.8317,NA
2,3,5,N,160,190,270,130,30,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,4.954,MO,3.4,Mehlich 3,646.1988304,60.4288499,114.619883,NA,1.072124756,2.729044834,189.668616,4.873294347,1996.491228,NA,60.97795322,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,24.0454,6.1367,3.8368,NA,34.0189,NA
2,3,6,N,190,190,270,130,60,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,4.954,MO,3.4,Mehlich 3,646.1988304,60.4288499,114.619883,NA,1.072124756,2.729044834,189.668616,4.873294347,1996.491228,NA,60.97795322,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,28.6561,8.6001,3.597,NA,40.8532,NA
2,3,7,N,220,190,270,130,90,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,4.954,MO,3.4,Mehlich 3,646.1988304,60.4288499,114.619883,NA,1.072124756,2.729044834,189.668616,4.873294347,1996.491228,NA,60.97795322,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,27.7514,15.5107,3.27,NA,46.5321,NA
2,3,8,N,250,190,270,130,120,46.753056,-72.338611,2003,2003-05-19,139,2003-09-17,260,31226,122,Cereal,Eramosa,early,CaCl2,4.954,MO,3.4,Mehlich 3,646.1988304,60.4288499,114.619883,NA,1.072124756,2.729044834,189.668616,4.873294347,1996.491228,NA,60.97795322,Sable loameux,1.6,73.2,Pontiac,82.5,12.1,5.4,0.632753174,0.219231704,0.148015122,24.5141,8.7309,2.9866,NA,36.2316,NA
3,1,1,N,0,190,270,0,0,46.764444,-72.330833,2004,2004-05-30,151,2004-09-27,271,31226,121,HRC,Goldrush,mid-season,CaCl2,4.56,Ctot,3.144,Mehlich 3,308.1570997,46.22356495,193.4138973,NA,1.540785498,1.450151057,151.0876133,5.709969789,1784.138973,NA,53.17006042,Loam sableux,5.2,51.4,Ivry,64.5,25,10.5,0.010876537,0.956636471,0.032486992,19.8925,12.930125,3.7536875,NA,36.5763125,NA
3,1,2,N,70,190,270,70,0,46.764444,-72.330833,2004,2004-05-30,151,2004-09-27,271,31226,121,HRC,Goldrush,mid-season,CaCl2,4.56,Ctot,3.144,Mehlich 3,308.1570997,46.22356495,193.4138973,NA,1.540785498,1.450151057,151.0876133,5.709969789,1784.138973,NA,53.17006042,Loam sableux,5.2,51.4,Ivry,64.5,25,10.5,0.010876537,0.956636471,0.032486992,34.79825,20.7168125,5.4295625,NA,60.944625,NA
3,1,3,N,100,190,270,100,0,46.764444,-72.330833,2004,2004-05-30,151,2004-09-27,271,31226,121,HRC,Goldrush,mid-season,CaCl2,4.56,Ctot,3.144,Mehlich 3,308.1570997,46.22356495,193.4138973,NA,1.540785498,1.450151057,151.0876133,5.709969789,1784.138973,NA,53.17006042,Loam sableux,5.2,51.4,Ivry,64.5,25,10.5,0.010876537,0.956636471,0.032486992,28.4830625,13.70675,3.0996875,NA,45.2895,NA
3,1,4,N,130,190,270,130,0,46.764444,-72.330833,2004,2004-05-30,151,2004-09-27,271,31226,121,HRC,Goldrush,mid-season,CaCl2,4.56,Ctot,3.144,Mehlich 3,308.1570997,46.22356495,193.4138973,NA,1.540785498,1.450151057,151.0876133,5.709969789,1784.138973,NA,53.17006042,Loam sableux,5.2,51.4,Ivry,64.5,25,10.5,0.010876537,0.956636471,0.032486992,30.27475,15.61425,5.2524375,NA,51.1414375,NA
3,1,5,N,160,190,270,160,0,46.764444,-72.330833,2004,2004-05-30,151,2004-09-27,271,31226,121,HRC,Goldrush,mid-season,CaCl2,4.56,Ctot,3.144,Mehlich 3,308.1570997,46.22356495,193.4138973,NA,1.540785498,1.450151057,151.0876133,5.709969789,1784.138973,NA,53.17006042,Loam sableux,5.2,51.4,Ivry,64.5,25,10.5,0.010876537,0.956636471,0.032486992,27.0388125,11.213375,5.054875,NA,43.3070625,NA
3,1,6,N,190,190,270,160,30,46.764444,-72.330833,2004,2004-05-30,151,2004-09-27,271,31226,121,HRC,Goldrush,mid-season,CaCl2,4.56,Ctot,3.144,Mehlich 3,308.1570997,46.22356495,193.4138973,NA,1.540785498,1.450151057,151.0876133,5.709969789,1784.138973,NA,53.17006042,Loam sableux,5.2,51.4,Ivry,64.5,25,10.5,0.010876537,0.956636471,0.032486992,33.858125,15.7300625,4.98675,NA,54.5749375,NA
3,1,7,N,220,190,270,160,60,46.764444,-72.330833,2004,2004-05-30,151,2004-09-27,271,31226,121,HRC,Goldrush,mid-season,CaCl2,4.56,Ctot,3.144,Mehlich 3,308.1570997,46.22356495,193.4138973,NA,1.540785498,1.450151057,151.0876133,5.709969789,1784.138973,NA,53.17006042,Loam sableux,5.2,51.4,Ivry,64.5,25,10.5,0.010876537,0.956636471,0.032486992,37.727625,16.5748125,4.00575,NA,58.3081875,NA
3,1,8,N,250,190,270,160,90,46.764444,-72.330833,2004,2004-05-30,151,2004-09-27,271,31226,121,HRC,Goldrush,mid-season,CaCl2,4.56,Ctot,3.144,Mehlich 3,308.1570997,46.22356495,193.4138973,NA,1.540785498,1.450151057,151.0876133,5.709969789,1784.138973,NA,53.17006042,Loam sableux,5.2,51.4,Ivry,64.5,25,10.5,0.010876537,0.956636471,0.032486992,39.785,17.113,3.815,NA,60.713,NA
3,1,9,N,190,190,270,190,0,46.764444,-72.330833,2004,2004-05-30,151,2004-09-27,271,31226,121,HRC,Goldrush,mid-season,CaCl2,4.56,Ctot,3.144,Mehlich 3,308.1570997,46.22356495,193.4138973,NA,1.540785498,1.450151057,151.0876133,5.709969789,1784.138973,NA,53.17006042,Loam sableux,5.2,51.4,Ivry,64.5,25,10.5,0.010876537,0.956636471,0.032486992,39.8054375,18.9728125,3.120125,NA,61.898375,NA
